Location_ID,Country,Sim_location,Weather_file,Ashrae Climate Zone,NBC Climate,Same_City_Weather_file,,
L1017,United States of America,Toledo,WA_Toledo-Winlock_Mem,Very Hot Humid,,,,
L1018,United States of America,Walla Walla,WA_Walla_Walla_City_Count,Very Hot Humid,,,,
L1019,United States of America,Wenatchee,WA_Wenatchee_Pangborn,Very Hot Humid,,,,
L1020,United States of America,Oak Harbor,WA_Whidbey_Island_NAS,Very Hot Humid,,,,
L1021,United States of America,Port Angeles,WA_William_R_Fairchild,Very Hot Humid,,,,
L1022,United States of America,Yakima,WA_Yakima_Air_Terminal,Very Hot Humid,,,,
L1023,United States of America,Antigo,WI_Antigo_LANG(AWOS),Very Hot Humid,,,,
L1024,United States of America,Appleton,WI_Appleton_Outagamie,Very Hot Humid,,,,
L1025,United States of America,Eau Claire,WI_Eau_Claire_County_AP,Very Hot Humid,,,,
L1026,United States of America,Green Bay,WI_Green_Bay_Austin_Strau,Very Hot Humid,,,,
L1027,United States of America,Janesville,WI_Janesville_Rock_Co.,Very Hot Humid,,,,
L1028,United States of America,La Crosse,WI_La_Crosse_Municipal_Ar,Very Hot Humid,,,,
L1029,United States of America,Lone Rock,WI_Lone_Rock_Faa_AP,Very Hot Humid,,,,
L1030,United States of America,Madison,WI_Madison_Dane_Co_Region,Very Hot Humid,,,,
L1031,United States of America,Manitowac,WI_Manitowac_Muni_Awos,Very Hot Humid,,,,
L1032,United States of America,Marshfield,WI_Marshfield_Muni,Very Hot Humid,,,,
L1033,United States of America,Milwaukee,WI_Milwaukee_Mitchell_Int,Very Hot Humid,,,,
L1034,United States of America,Minocqua,WI_Minocqua_Woodruff,Very Hot Humid,,,,
L1035,United States of America,Mosinee,WI_Mosinee_Central_Wi,Very Hot Humid,,,,
L1036,United States of America,Phillips,WI_Phillips_Price_Co.,Very Hot Humid,,,,
L1037,United States of America,Rhinelander,WI_Rhinelander_Oneida,Very Hot Humid,,,,
L1038,United States of America,Rice Lake,WI_Rice_Lake_Municipal,Very Hot Humid,,,,
L1039,United States of America,Sturgeon Bay,WI_Sturgeon_Bay,Very Hot Humid,,,,
L1040,United States of America,Watertown,WI_Watertown,Very Hot Humid,,,,
L1041,United States of America,Wausau,WI_Wausau_Municipal_Arpt,Very Hot Humid,,,,
L1042,United States of America,Wittman,WI_Wittman_Rgnl,Very Hot Humid,,,,
L1043,United States of America,Beckley,WV_Beckley_Raleigh_Co_Mem,Very Hot Humid,,,,
L1044,United States of America,Bluefield,WV_Bluefield_Mercer_Co,Very Hot Humid,,,,
L1045,United States of America,Charleston,WV_Charleston_Yeager_Arpt,Very Hot Humid,,,,
L1046,United States of America,Elkins,WV_Elkins_Elkins-Randolph,Very Hot Humid,,,,
L1047,United States of America,Clarksburg,WV_Harrison_Marion_Rgn,Very Hot Humid,,,,
L1048,United States of America,Huntington,WV_Huntington_Tri-State_A,Very Hot Humid,,,,
L1049,United States of America,Lewisburg,WV_Lewisburg_Greenbrie,Very Hot Humid,,,,
L1050,United States of America,Martinsburg,WV_Martinsburg_Eastern_Wv,Very Hot Humid,,,,
L1051,United States of America,Morgantown,WV_Morgantown_Hart_Field,Very Hot Humid,,,,
L1052,United States of America,Parkersburg,WV_Parkersburg_Wood_Count,Very Hot Humid,,,,
L1053,United States of America,Wheeling,WV_Wheeling_Ohio_County_A,Very Hot Humid,,,,
L1054,United States of America,Caspe,WY_Casper_Natrona_Co_Intl,Very Hot Humid,,,,
L1055,United States of America,Cheyenne,WY_Cheyenne_Municipal_Arp,Very Hot Humid,,,,
L1056,United States of America,Cody,WY_Cody_Muni_(AWOS),Very Hot Humid,,,,
L1057,United States of America,Evanston,WY_Evanston_Burns_Fld,Very Hot Humid,,,,
L1058,United States of America,Gillette,WY_Gillette_Gillette-C,Very Hot Humid,,,,
L1059,United States of America,Jackson,WY_Jackson_Hole,Very Hot Humid,,,,
L1060,United States of America,Lander,WY_Lander_Hunt_Field,Very Hot Humid,,,,
L1061,United States of America,Laramie,WY_Laramie_General_Brees,Very Hot Humid,,,,
L1062,United States of America,Rawlins,WY_Rawlins_Municipal_AP,Very Hot Humid,,,,
L1063,United States of America,Riverton,WY_Riverton_Municipl_AP,Very Hot Humid,,,,
L1064,United States of America,Rock Springs,WY_Rock_Springs_Arpt,Very Hot Humid,,,,
L1065,United States of America,Sheridan,WY_Sheridan_County_Arpt,Very Hot Humid,,,,
L1066,United States of America,Worland,WY_Worland_Municipal,Very Hot Humid,,,,
L1067,Australia,Adelaide,ADELAIDE,Warm Dry,,,,
L1068,Australia,Brisbane,BRISBANE,Hot Humid,,,,
L1069,Australia,Coffs Harbour,COFFSHAR,Warm Humid,,,,
L1070,Australia,Hobart,HOBART,Mixed Humid,,,,
L1071,Australia,Mildura,MILDURA,Warm Dry,,,,
L1072,Australia,Port Hedland,PORTHEDL,Very Hot Dry,,,,
L1073,Australia,Williamtown,WILLIAMT,Warm Humid,,,,
L1074,Australia,Albany,ALBANY,Warm Marine,,,,
L1075,Australia,Broome,BROOME,Ext. Hot Dry,,,,
L1076,Australia,Darwin,DARWIN,Ext. Hot Humid,,,,
L1077,Australia,Launceston,LAUNCEST,Mixed Humid,,,,
L1078,Australia,Mount Gambier,MTGAMBIE,Warm Marine,,,,
L1079,Australia,Rockhampton,ROCKHAMP,Hot Humid,,,,
L1080,Australia,Alice Springs,ALICESPR,Hot Dry,,,,
L1081,Australia,Cairns,CAIRNS,Very Hot Humid,,,,
L1082,Australia,East Sale,EASTSALE,Warm Humid,,,,
L1083,Australia,Mackay,MACKAY,Hot Humid,,,,
L1084,Australia,Nowra,NOWRA,Warm Humid,,,,
L1085,Australia,Sydney,SYDNEY,Warm Humid,,,,
L1086,Australia,Canberra,CANBERRA,Mixed Humid,,,,
L1087,Australia,Geraldton,GERALDTO,Hot Humid,,,,
L1088,Australia,Melbourne,MELBOURN,Warm Humid,,,,
L1089,Australia,Perth,PERTH,Warm Humid,,,,
L1090,Australia,Townsville,TOWNSVIL,Very Hot Humid,,,,
L1091,United Kingdom,Aberdeen,ABERDEEN,Very Hot Humid,,,,
L1092,United Kingdom,Aberporth,ABERPOTH,Mixed Humid,,,,
L1093,United Kingdom,Aldergrove,ALDERGVE,Very Hot Humid,,,,
L1094,United Kingdom,Birmingham,BIRMGHAM,Very Hot Humid,,,,
L1095,United Kingdom,Bristol,BRISTOL,Very Hot Humid,,,,
L1096,United Kingdom,Camborne,CAMBORNE,Very Hot Humid,,,,
L1097,United Kingdom,Dundee,DUNDEE,Very Hot Humid,,,,
L1098,United Kingdom,Eskdalemuir,ESKDMUIR,Very Hot Humid,,,,
L1099,United Kingdom,Glasgow,GLASGOW,Very Hot Humid,,,,
L1100,United Kingdom,London Heathrow,HEATHROW,Very Hot Humid,,,,
L1101,United Kingdom,Kew (London Kew Gardens),KEW,Very Hot Humid,,,,
L1102,United Kingdom,Manchester,MANCHSTR,Very Hot Humid,,,,
L1103,United Kingdom,Norwich,NORWICH,Very Hot Humid,,,,
L1104,United Kingdom,Newcastle,NWCASTLE,Very Hot Humid,,,,
L1105,United Kingdom,Sheffield,SHFFIELD,Very Hot Humid,,,,
L1107,Brazil,Sao Paulo,SAOPAU70,Hot Humid,,,,
L1108,Kuwait,Kuwait City,KUWAITS,Ext. Hot Dry,,,,
L1110,Saudi Arabia,Riyadh,RIYADH83,Very Hot Dry,,,,
L1111,Saudi Arabia,Jeddah,JEDDAH80,Ext. Hot Dry,,,,
L1114,Mexico,Mérida,MERIDA91,Ext. Hot Humid,,,,
L1117,Mexico,Mexico City,MEXICO91,Warm Humid,,,,
L1120,Mexico,Monterrey,MONTER86,Hot Dry,,,,
L1121,Italy,Bari,BARI,Warm Humid,,,,
L1122,Italy,Brescia,BRESCIA,Mixed Humid,,,,
L1123,Croatia,Dubrovnik,DUBROV78,Warm Humid,,,,
L1124,Germany,Frankfurt,FRANKFUR,Cool Humid,,,,
L1125,Italy,Genoa,GENOVA,Warm Humid,,,,
L1126,Italy,Milan,MILANO,Mixed Humid,,,,
L1127,Italy,Naples,NAPOLI,Warm Humid,,,,
L1128,Italy,Palermo,PALERMO,Warm Humid,,,,
L1129,France,Ravenna,REVENNA,Very Hot Humid,,,,
L1130,Croatia,Rijeka,RIJEKA78,Warm Humid,,,,
L1131,Italy,Rome,ROMA,Warm Humid,,,,
L1132,France,Trappes,TRAPPES,Very Hot Humid,,,,
L1133,Croatia,Zagreb,ZAGTRY,Mixed Humid,,,,
