Polygon,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,Total Vertices
6R_1Space Polygon 2 - SMirro,"(0.0, 0.0)","(4.25, 0.0)","(14.9, -0.75)","(15.0, 36.2)","(0.0, 51.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_1Space Polygon 4 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.3, 52.1)","(5.4, 50.85)","(4.25, 51.2)","(0.0, 51.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
6R_1Space Polygon 5 - SMirro,"(0.0, 0.0)","(6.6, 0.0)","(6.6, -6.05)","(15.0, -6.05)","(15.0, -0.2)","(34.35, -0.2)","(19.35, 14.8)","(0.0, 14.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
6R_1Space Polygon 6 - SMirro,"(0.0, 0.0)","(15.0, -15.0)","(15.0, 22.2)","(0.0, 37.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 7 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 239.6)","(0.0, 254.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 8 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 52.2)","(-0.0, 37.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 19 - SMirro,"(0.0, 0.0)","(0.0, -6.75)","(44.55, -6.75)","(44.55, 0.3)","(35.75, 0.3)","(35.75, 9.0)","(26.05, 9.0)","(26.05, 0.5)","(0.0, 0.5)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_1Space Polygon 22 - SMirro,"(0.0, 0.0)","(8.8, 0.0)","(8.75, 19.15)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 23 - SMirro,"(0.0, 0.0)","(0.0, 19.65)","(-32.45, 19.65)","(-32.5, 0.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_1Space Polygon 24 - SMirro,"(0.0, 0.0)","(26.05, 0.0)","(26.05, -9.15)","(35.75, -9.15)","(35.75, 0.65)","(44.55, 0.65)","(44.55, 7.25)","(0.0, 7.25)","(0.0, 0.65)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_1Space Polygon 28 - SMirro,"(0.0, 0.0)","(-32.5, 0.0)","(-32.5, 49.85)","(-38.55, 49.85)","(-38.35, 22.05)","(-75.55, 22.05)","(-75.2, -90.1)","(-32.3, -90.45)","(-32.5, -51.85)","(0.0, -51.85)","(-0.3, -90.1)","(43.4, -90.1)","(43.05, 66.5)","(6.1, 66.6)","(6.0, 49.85)","(0.0, 49.85)",,,,,,,,,,,,,,,,,,,16
6R_1Space Polygon 29 - SMirro,"(0.0, 0.0)","(6.0, 0.0)","(5.95, -16.35)","(43.05, -16.65)","(43.4, 140.2)","(-0.3, 140.2)","(0.0, 101.7)","(-32.5, 101.7)","(-32.3, 139.85)","(-75.2, 140.2)","(-75.55, 27.75)","(-38.35, 27.75)","(-38.35, 8.4)","(-32.5, 8.4)","(-32.45, 49.85)","(0.0, 49.85)",,,,,,,,,,,,,,,,,,,16
3T_2Space Polygon 1 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 39.75)","(23.85, 39.75)","(23.87, 39.75)","(24.25, 52.95)","(8.85, 52.95)","(8.85, 54.75)","(-0.0, 54.75)",,,,,,,,,,,,,,,,,,,,,,,,,,9
3T_2Space Polygon 2 - SMirro,"(0.0, 0.0)","(8.8, -0.01)","(8.8, 2.14)","(14.95, 2.14)","(15.0, 14.99)","(15.0, 39.79)","(0.0, 54.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
3T_2Space Polygon 3 - SMirro,"(0.0, 0.0)","(15.0, 15.01)","(15.0, 256.35)","(0.0, 271.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 4 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 52.5)","(8.85, 52.5)","(8.85, 54.8)","(0.0, 54.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
3T_2Space Polygon 5 - SMirro,"(0.0, 0.0)","(1.8, 0.0)","(1.8, -6.15)","(39.75, -6.15)","(54.75, 8.85)","(0.0, 8.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
3T_2Space Polygon 6 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 256.3)","(0.0, 271.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 8 - SMirro,"(0.0, 0.0)","(32.5, 0.0)","(32.4, 15.75)","(0.0, 15.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 9 - SMirro,"(0.0, 0.0)","(32.4, 0.0)","(32.4, 9.85)","(0.1, 9.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 10 - SMirro,"(0.0, 0.0)","(32.3, 0.0)","(32.4, 12.8)","(0.0, 12.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 12 - SMirro,"(0.0, 0.0)","(19.9, 0.0)","(19.9, 9.5)","(-0.1, 9.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 21 - SMirro,"(0.0, 0.0)","(0.05, -9.0)","(16.1, -9.0)","(16.1, 2.3)","(0.0, 2.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
3T_2Space Polygon 26 - SMirro,"(0.0, 0.0)","(43.05, 0.0)","(43.05, 8.05)","(43.05, 40.2)","(43.05, 54.3)","(75.55, 54.3)","(75.55, 30.7)","(75.55, 0.75)","(97.0, 0.0)","(97.0, 52.65)","(118.6, 52.65)","(118.6, 120.84)","(118.6, 120.85)","(80.95, 120.85)","(81.1, 105.0)","(74.55, 105.0)","(74.55, 84.65)","(44.05, 84.65)","(44.05, 105.0)","(37.95, 105.0)","(37.95, 111.55)","(24.75, 111.95)","(24.75, 120.8)","(0.0, 120.8)",,,,,,,,,,,24
3T_2Space Polygon 27 - SMirro,"(0.0, 0.0)","(21.6, 0.0)","(21.6, 104.8)","(0.0, 104.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_2Space Polygon 28 - SMirro,"(0.0, 0.0)","(37.95, 0.0)","(37.95, 9.3)","(37.95, 15.85)","(44.05, 15.85)","(44.05, 36.2)","(74.55, 36.2)","(74.55, 15.85)","(81.1, 15.85)","(81.1, 9.95)","(81.1, 0.0)","(118.6, 0.0)","(118.6, 68.35)","(97.0, 68.35)","(97.0, 120.5)","(75.55, 121.25)","(75.55, 112.8)","(75.55, 66.55)","(43.05, 66.55)","(43.05, 112.8)","(43.05, 120.5)","(0.0, 120.5)",,,,,,,,,,,,,22
6R_2Space Polygon 2 - SMirro,"(0.0, 0.0)","(15.0, -15.0)","(15.0, -8.45)","(21.85, -8.35)","(21.85, 0.65)","(15.75, 0.65)","(15.75, 6.55)","(0.0, 6.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
6R_2Space Polygon 3 - SMirro,"(0.0, 0.0)","(8.8, -0.01)","(8.8, 2.29)","(14.95, 2.29)","(14.99, 39.79)","(0.0, 54.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
6R_2Space Polygon 4 - SMirro,"(0.0, 0.0)","(15.0, 15.01)","(15.0, 79.1)","(0.0, 79.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_2Space Polygon 5 - SMirro,"(0.0, 0.0)","(15.0, 0.0)","(15.0, 113.2)","(0.0, 113.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_2Space Polygon 6 - SMirro,"(0.0, 0.0)","(15.0, 0.0)","(15.0, 64.05)","(0.0, 79.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_2Space Polygon 8 - SMirro,"(0.0, 0.0)","(5.9, 0.0)","(5.9, -6.1)","(15.0, -6.2)","(15.0, 0.75)","(21.55, 0.75)","(6.55, 15.75)","(0.0, 15.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
6R_2Space Polygon 10 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 193.35)","(0.0, 208.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_2Space Polygon 17 - SMirro,"(0.0, 0.0)","(32.4, 0.0)","(32.5, 12.8)","(0.1, 12.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6R_2Space Polygon 20 - SMirro,"(0.0, 0.0)","(23.3, 0.0)","(23.3, -4.95)","(31.85, -4.95)","(31.85, 0.65)","(43.15, 0.65)","(43.15, 6.55)","(0.0, 6.55)","(0.0, 0.65)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_2Space Polygon 25 - SMirro,"(0.0, 0.0)","(0.05, -9.0)","(16.1, -9.0)","(16.1, 2.3)","(0.0, 2.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_2Space Polygon 29 - SMirro,"(0.0, 0.0)","(0.0, -5.9)","(43.15, -5.9)","(43.15, 0.0)","(31.85, 0.0)","(31.85, 6.3)","(23.3, 6.3)","(23.3, 0.65)","(0.0, 0.65)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_2Space Polygon 30 - SMirro,"(0.0, 0.0)","(43.05, 0.0)","(43.05, 8.05)","(43.05, 17.9)","(43.05, 40.2)","(43.05, 54.3)","(75.55, 54.3)","(75.55, 30.7)","(75.55, 8.05)","(75.55, 0.75)","(118.6, 0.0)","(118.6, 56.75)","(118.6, 120.84)","(118.6, 120.85)","(81.1, 120.85)","(81.1, 110.9)","(81.1, 105.0)","(74.55, 105.0)","(74.55, 84.65)","(44.05, 84.65)","(44.05, 96.0)","(37.2, 95.9)","(37.2, 89.35)","(0.0, 89.35)",,,,,,,,,,,24
6R_2Space Polygon 31 - SMirro,"(0.0, 0.0)","(37.2, 0.0)","(37.2, -6.55)","(44.15, -6.55)","(44.05, 4.7)","(74.55, 4.7)","(74.55, -15.65)","(81.1, -15.65)","(81.1, -21.55)","(81.1, -31.5)","(118.6, -31.5)","(118.6, 32.55)","(118.6, 89.0)","(75.55, 89.75)","(75.55, 81.3)","(75.55, 35.05)","(43.05, 35.05)","(43.05, 81.3)","(43.05, 89.0)","(0.0, 89.0)",,,,,,,,,,,,,,,20
1R_2Space Polygon 2 - SMirro,"(0.0, 0.0)","(15.0, -15.0)","(15.0, -8.45)","(21.85, -8.45)","(21.85, 0.65)","(15.75, 0.65)","(15.75, 6.55)","(0.0, 6.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
1R_2Space Polygon 3 - SMirro,"(0.0, 0.0)","(8.8, -0.01)","(8.8, 2.29)","(15.0, 2.29)","(15.0, 39.79)","(0.0, 54.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1R_2Space Polygon 8 - SMirro,"(0.0, 0.0)","(5.9, 0.0)","(5.9, -6.1)","(15.0, -6.1)","(15.0, 0.75)","(21.55, 0.75)","(6.55, 15.75)","(0.0, 15.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
1R_2Space Polygon 30 - SMirro,"(0.0, 0.0)","(43.05, 0.0)","(43.05, 8.05)","(43.05, 17.9)","(43.05, 40.2)","(43.05, 54.3)","(75.55, 54.3)","(75.55, 30.7)","(75.55, 8.05)","(75.55, 0.0)","(118.6, 0.0)","(118.6, 56.75)","(118.6, 120.84)","(118.6, 120.85)","(81.1, 120.8)","(81.1, 110.9)","(81.1, 105.0)","(74.55, 105.0)","(74.55, 84.65)","(44.05, 84.65)","(44.05, 95.9)","(37.2, 95.9)","(37.2, 89.35)","(0.0, 89.35)",,,,,,,,,,,24
1R_2Space Polygon 31 - SMirro,"(0.0, 0.0)","(37.2, 0.0)","(37.2, -6.55)","(44.05, -6.55)","(44.05, 4.7)","(74.55, 4.7)","(74.55, -15.65)","(81.1, -15.65)","(81.1, -21.55)","(81.1, -31.5)","(118.6, -31.5)","(118.6, 32.55)","(118.6, 89.0)","(75.55, 89.0)","(75.55, 81.3)","(75.55, 35.05)","(43.05, 35.05)","(43.05, 81.3)","(43.05, 89.0)","(0.0, 89.0)",,,,,,,,,,,,,,,20
3T_3Space Polygon 1 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 34.85)","(2.35, 34.85)","(2.35, 51.1)","(-13.9, 51.1)","(-28.9, 36.1)","(-12.65, 36.1)","(-12.65, 19.85)","(0.0, 19.85)",,,,,,,,,,,,,,,,,,,,,,,,,10
3T_3Space Polygon 2 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 61.45)","(0.0, 76.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 3 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 31.25)","(-1.25, 31.25)","(-1.25, 43.9)","(-21.1, 43.9)","(-36.1, 28.9)","(-16.25, 28.9)","(-16.25, 16.25)","(0.0, 16.25)",,,,,,,,,,,,,,,,,,,,,,,,,10
3T_3Space Polygon 4 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 169.7)","(0.0, 184.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 5 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(15.0, 34.85)","(2.35, 34.85)","(2.35, 51.1)","(-13.85, 51.1)","(-13.85, 55.15)","(-28.85, 55.15)","(-28.85, 36.1)","(-12.65, 36.1)","(-12.65, 19.85)","(0.0, 19.85)",,,,,,,,,,,,,,,,,,,,,,,12
3T_3Space Polygon 6 - SMirro,"(0.0, 0.0)","(19.05, 0.0)","(19.05, 15.0)","(15.0, 15.0)","(15.0, 31.2)","(-1.25, 31.2)","(-1.25, 43.85)","(-21.1, 43.85)","(-36.1, 28.85)","(-16.25, 28.85)","(-16.25, 16.2)","(0.0, 16.2)",,,,,,,,,,,,,,,,,,,,,,,12
3T_3Space Polygon 8 - SMirro,"(0.0, 0.0)","(5.4, 0.0)","(5.4, 19.2)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 9 - SMirro,"(0.0, 0.0)","(19.2, 0.0)","(19.2, 26.7)","(18.5, 26.7)","(18.5, 25.1)","(16.55, 25.1)","(16.55, 5.4)","(0.0, 5.4)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
3T_3Space Polygon 10 - SMirro,"(0.0, 0.0)","(16.55, 0.0)","(16.55, 19.7)","(18.5, 19.7)","(18.5, 21.3)","(19.2, 21.3)","(19.2, 27.55)","(0.0, 27.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
3T_3Space Polygon 11 - SMirro,"(0.0, 0.0)","(30.55, 0.0)","(30.55, 19.7)","(0.0, 19.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 12 - SMirro,"(0.0, 0.0)","(11.35, 0.0)","(11.35, -5.6)","(19.2, -5.6)","(19.2, -5.25)","(19.2, 0.0)","(44.3, 0.0)","(44.3, 6.55)","(0.0, 6.55)",,,,,,,,,,,,,,,,,,,,,,,,,,9
3T_3Space Polygon 13 - SMirro,"(0.0, 0.0)","(11.35, 0.0)","(11.35, 16.75)","(0.0, 16.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 14 - SMirro,"(0.0, 0.0)","(7.85, 0.0)","(7.85, 11.15)","(0.0, 11.15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 15 - SMirro,"(0.0, 0.0)","(18.55, 0.0)","(18.55, 5.25)","(0.0, 5.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 16 - SMirro,"(0.0, 0.0)","(19.85, 0.0)","(25.1, 0.0)","(25.1, 16.75)","(18.55, 16.75)","(18.55, 11.5)","(0.0, 11.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,7
3T_3Space Polygon 17 - SMirro,"(0.0, 0.0)","(39.05, 0.0)","(39.05, 32.8)","(0.0, 32.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
3T_3Space Polygon 20 - SMirro,"(0.0, 0.0)","(43.65, 0.0)","(43.65, 9.85)","(39.85, 9.85)","(39.05, 11.0)","(0.0, 11.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
3T_3Space Polygon 21 - SMirro,"(0.0, 0.0)","(37.5, 0.0)","(37.5, 23.3)","(44.05, 23.3)","(44.05, 43.0)","(74.6, 43.0)","(74.6, 23.3)","(81.8, 23.3)","(81.8, 0.0)","(118.65, 0.0)","(118.65, 60.45)","(98.8, 60.45)","(98.8, 73.1)","(82.55, 73.1)","(82.55, 89.35)","(36.1, 89.35)","(36.1, 73.1)","(19.85, 73.1)","(19.85, 60.45)","(0.0, 60.45)",,,,,,,,,,,,,,,20
3T_3Space Polygon 22 - SMirro,"(0.0, 0.0)","(19.85, 0.0)","(19.85, -12.65)","(36.1, -12.65)","(36.1, -28.85)","(40.15, -28.85)","(40.15, -24.65)","(78.5, -24.65)","(78.5, -28.85)","(82.55, -28.85)","(82.55, -12.65)","(98.8, -12.65)","(98.8, 0.0)","(118.65, 0.0)","(118.65, 94.25)","(81.8, 94.25)","(76.55, 94.25)","(76.55, 61.45)","(77.35, 60.3)","(81.15, 60.3)","(81.15, 28.8)","(37.5, 28.8)","(37.5, 94.25)","(0.0, 94.25)",,,,,,,,,,,24
6R_3Space Polygon 1 - SMirro,"(0.0, 0.0)","(9.93, 9.92)","(9.93, 11.07)","(15.0, 169.7)","(0.0, 184.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_3Space Polygon 5 - SMirro,"(0.0, 0.0)","(15.0, 15.0)","(9.93, 173.63)","(9.93, 174.78)","(0.0, 184.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_3Space Polygon 6 - SMirro,"(0.0, 0.0)","(9.92, 9.92)","(11.07, 9.92)","(16.15, 24.25)","(28.8, 24.25)","(13.8, 39.25)","(1.15, 39.25)","(1.15, 19.85)","(0.0, 19.85)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_3Space Polygon 7 - SMirro,"(0.0, 0.0)","(15.0, -15.0)","(15.0, 42.63)","(6.23, 42.63)","(0.0, 36.4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_3Space Polygon 8 - SMirro,"(0.0, 0.0)","(6.23, -6.22)","(15.0, -6.22)","(15.0, 36.4)","(15.0, 36.41)","(0.0, 21.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
6R_3Space Polygon 9 - SMirro,"(0.0, 0.0)","(15.0, -15.06)","(15.0, -2.41)","(29.29, 2.61)","(29.29, 3.76)","(39.25, 13.64)","(19.4, 13.72)","(19.4, 12.57)","(0.0, 12.65)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_3Space Polygon 16 - SMirro,"(0.0, 0.0)","(39.05, 0.0)","(39.05, 32.8)","(44.3, 32.8)","(0.0, 32.8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6R_3Space Polygon 21 - SMirro,"(0.0, 0.0)","(20.5, 0.0)","(26.7, 0.0)","(26.7, 0.7)","(25.1, 0.7)","(25.1, 2.65)","(5.4, 2.65)","(5.4, 19.2)","(0.0, 19.2)",,,,,,,,,,,,,,,,,,,,,,,,,,9
6R_3Space Polygon 22 - SMirro,"(0.0, 0.0)","(19.2, 0.0)","(19.2, 27.55)","(2.65, 27.55)","(2.65, 7.85)","(0.7, 7.85)","(0.7, 6.25)","(0.0, 6.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,8
6R_3Space Polygon 23 - SMirro,"(0.0, 0.0)","(12.45, 0.0)","(12.45, 23.45)","(6.22, 29.67)","(6.2, 29.7)","(0.0, 23.45)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
6R_3Space Polygon 24 - SMirro,"(0.0, 0.0)","(38.8, 0.0)","(36.85, 60.45)","(17.0, 60.45)","(17.0, 73.1)","(0.75, 73.1)","(0.75, 89.35)","(-45.7, 89.35)","(-45.7, 73.1)","(-61.95, 73.1)","(-61.95, 60.45)","(-81.8, 60.45)","(-83.75, 0.0)","(-44.3, 0.0)","(-44.3, 23.3)","(-37.75, 23.3)","(-37.75, 43.0)","(-7.2, 43.0)","(-7.2, 23.3)","(0.0, 23.3)",,,,,,,,,,,,,,,20
6R_3Space Polygon 25 - SMirro,"(0.0, 0.0)","(-43.65, 0.0)","(-43.65, 65.45)","(-83.1, 65.45)","(-86.2, -32.75)","(-71.95, -27.65)","(-72.0, -15.0)","(-29.38, -15.0)","(28.25, -15.0)","(28.25, -27.65)","(42.6, -32.75)","(39.45, 65.45)","(-4.6, 65.45)","(-4.6, 32.65)","(-3.8, 31.5)","(0.0, 31.5)",,,,,,,,,,,,,,,,,,,16
